SMILES,ID,pH
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2,R8193,6.6
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2,R8194,12
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2,R8195,1
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2,R8196,7.4
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2,R8197,7.4
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2,R8198,7.4
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2,R8199,5
BrC1=CC=CC(Br)=C1N(CC2=CC=CC=C2)C3=NCCN3,R8200,7.4
FC1=CC=C(C=N1)C2=C(Cl)N=CC(=C2)C3CC4CCC3N4,R8201,7.4
FC1=NC=CC(=C1)C2=C(Cl)N=CC(=C2)C3CC4CCC3N4,R8202,7.4
CN1CCN=C(C2=CC=CC=C2)C3=C1C=CC(Cl)=C3,R8203,7.4
CN1CCN=C(C2=CC=CC=C2)C3=C1C=CC(Cl)=C3,R8204,4
CN1CCN=C(C2=CC=CC=C2)C3=C1C=CC(Cl)=C3,R8205,1.4
CN1CCN=C(C2=CC=CC=C2)C3=C1C=CC(Cl)=C3,R8206,3.4
CN1CCN=C(C2=CC=CC=C2)C3=C1C=CC(Cl)=C3,R8207,5
CN1CCN=C(C2=CC=CC=C2)C3=C1C=CC(Cl)=C3,R8208,4
CN1CCN=C(C2=CC=CC=C2)C3=C1C=CC(Cl)=C3,R8209,8
CN1CCN=C(C2=CC=CC=C2)C3=C1C=CC(Cl)=C3,R8210,7.5
CN1CCN=C(C2=CC=CC=C2)C3=C1C=CC(Cl)=C3,R8211,2
CN1CCN=C(C2=CC=CC=C2)C3=C1C=CC(Cl)=C3,R8212,7.4
CC1=C(C)C=C2N(CC3=CC=CC(Cl)=C3)C=NC2=C1,R8213,7.4
CCC1=CC2=C(S1)N(C)C(=O)CN=C2C3=CC=CC=C3Cl,R8214,7.5
NC1=C2N=C(SC3=CC=C(Cl)C=C3)N(C4OC5COP(O)(=O)OC5C4O)C2=NC=N1,R8215,7.4
OC(=O)CC1=CC(Cl)=C(OCCC2=CC=CC=C2)C=C1,R8216,3.5
OC(=O)CCC1=CC=C(OCC2=CC=CC=C2)C(Cl)=C1,R8217,3.4
COC1=CC=C(COC(C(O)=O)C2=CC=CC=C2)C=C1Cl,R8218,3.4
ClC1=CC=C2C(NCCCNC3=NC(Cl)=CC=N3)=CC=NC2=C1,R8219,7.4
ClC1=CC=C2C(NCCCNC3=NC(Cl)=NC=C3)=CC=NC2=C1,R8220,7.4
COC1=CC=C(C=C1)C(C2=CC=C(OC)C=C2)C(Cl)(Cl)Cl,R8221,7
FCCCNC1=CC=C(C=C1)C2=CN3C=C(I)C=CC3=N2,R8222,7.4
CC(O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)N3C=NC=C3C=N1,R8223,7.4
OCC(O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)N3C=NC=C3C=N1,R8224,7.4
CC1=C(C)C=C2N(CC3=CC=CC(F)=C3)C=NC2=C1,R8225,7.4
CC(=O)C1=CC=C(C=C1)N2N=C(C3=C2CCCC3)C(F)(F)F,R8226,7.4
COC1=CC=CC=C1CNC(=N)C2=CC=C(OC(F)(F)F)C=C2,R8227,7.4
COC(=O)C1=C(C)NC(C)=C(C1C2=CC=CC=C2C(F)(F)F)N(=O)=O,R8228,7.3
CCOC(=O)C1=CN=CN1C(C)C2=CC=C(C=C2)C3(N=N3)C(F)(F)F,R8229,7.4
OC1CC(OC1COC(=O)C2=CC=CC=C2)N3C=C(I)C(=O)NC3=O,R8230,7.4
CN(C)C1=NC=C(C=CC2=NC3=CC=C(I)C=C3N2)C=C1,R8231,7.4
CC12NC(CC3=CC=CC=C13)C4=C2C=CC=C4,R8232,7.4
CC12NC(CC3=C1C=CC=C3)C4=CC=CC=C24,R8233,7.4
CC12NC(CC3=C1C=CC=C3)C4=CC=CC=C24,R8234,7.4
NC(=O)C1C2=CC=CC=C2CCC3=C1C=CC=C3,R8235,7.4
COC1=CC=C(C=C1)C2SCC(=O)N2C3=CC=CC=C3,R8236,7.4
OC1=CC2=C3C(CC4=CC=C(O)C(O)=C24)NCCC3=C1,R8237,7.4
CC(C(O)=O)C1=CC=CC(=C1)C(=NO)C2=CC=CC=C2,R8238,5
CC(C(O)=O)C1=CC=CC(=C1)C(=NO)C2=CC=CC=C2,R8239,7.4
COC(=O)C1=CC(OC(=O)N(C)C2=CC=CC=C2)=CC=C1O,R8240,7.4
CN(C)C1=CC=C(C=C1)C2=CC3=CC=CC=C3S2,R8241,7.4
CN1C2=C(C=C(N)C=C2)C(=NCC1=O)C3=CC=CC=C3,R8242,7.4
CNC1=CC=C2C=C3C=CC4=C(COCN4)C3=NC2=C1,R8243,7.4
CNC1CC(C2=CC=CC=C12)C3=CC=CC(Br)=C3,R8244,7.4
CNC(=O)OCC1C2C(CCN2C3=C1C(=O)C(N)=C(Br)C3=O)OC(C)=O,R8245,7.4
CC(C)(OCC1=CC=CC(=N1)C2=CC=C(Cl)C=C2)C(O)=O,R8246,7.4
CC1=C(C)C=C2N(CC3=CC=CC(Cl)=C3)C(N)=NC2=C1,R8247,7.4
CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(Cl)C=C3)S(N)(=O)=O,R8248,7.4
ClC1=C(CC(=O)NC2C3SC(C(N3C2=O)C(O)=O)(C)C)C=CC(Cl)=C1,R8249,3.7
FC1=CC=C(C=N1)C2=CN=CC(=C2)C3CC4CCC3N4,R8250,7.4
CC1=C(C)C=C2N(CC3=CC=CC(F)=C3)C(N)=NC2=C1,R8251,7.4
CN(C)C1=NC=C(C=C1)C2=NC3=C(O2)C=CC(OCCF)=C3,R8252,7.4
CN(C)C1=NC=C(S1)C=CC2=NC3=CC=C(OCCF)C=C3O2,R8253,7.4
CN1C(=O)NC2=C(N=CN2CCCC(=O)C3=CC=C(F)C=C3)C1=N,R8254,7.4
CN1C(=O)NC2=C(N(CCCC(=O)C3=CC=C(F)C=C3)C=N2)C1=N,R8255,7.4
FC(F)(F)C1=CC=C2C(=O)C3=C(CCCCCC3)NC2=C1,R8256,7.4
OC1CC(OC1COP2(=O)OCC3=CC=CC=C3O2)N4C=C(I)C(=O)NC4=O,R8257,6.8
CC1=NC2=CC=CC=C2N1CC3=CC=C(C)C=C3,R8258,7.4
CC1=NN(CCOC2=CC=C3C=CC=CC3=C2)C(=O)C1,R8259,6.4
NC1=NCC(COC2=CC=C(C=C2)C3=CC=CC=C3)O1,R8260,11
NC1=NCC(COC2=CC=C(C=C2)C3=CC=CC=C3)O1,R8261,12
CC(C)COC1=C(C=C(C=C1)C2=NC(C)=C(S2)C(O)=O)C#N,R8262,7
COC(=O)NC1=CC=CC(OC(=O)NC2=CC=CC(C)=C2)=C1,R8263,3.9
CCCN1C(=O)CCC(N2C(=O)C3=CC=CC=C3C2=O)C1=O,R8264,6.4
CC1=C(N2C(SC1)C(NC(=O)C(O)C3=CC=CC=C3)C2=O)C(O)=O,R8265,3.5
CC(=O)OCC1=C(N2C(SC1)C(NC(=O)CC3=CC=CS3)C2=O)C(O)=O,R8266,2.9
CC(=O)OCC1=C(N2C(SC1)C(NC(=O)CC3=CC=CS3)C2=O)C(O)=O,R8267,7.4
CC(=O)OCC1=C(N2C(SC1)C(NC(=O)CC3=CC=CS3)C2=O)C(O)=O,R8268,3
CC(=O)OCC1=C(N2C(SC1)C(NC(=O)CC3=CC=CS3)C2=O)C(O)=O,R8269,7.4
COC1=CC(=O)C2=C(C(COC(N)=O)=C3C(CCN23)OC(C)=O)C1=O,R8270,7.4
CCC1=C(NC(=O)N1)C(=O)C2=CC=C(C=C2)N3C=CN=C3C,R8271,7.4
O=N(=O)C1=C(NCCSCC2=NC=CC3=CC=CC=C23)NC=C1,R8272,9
CC1=C(N2CC2)C(=O)C3=C(N4CC5NC5C4=C3COC(N)=O)C1=O,R8273,7.4
CON=C(C(=O)NC1C2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)C3=CC=CO3,R8274,7.4
CON=C(C(=O)NC1C2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)C3=CC=CO3,R8275,7.4
CN1N=NN=C1SCC2=C(N3C(SC2)C(NC(=O)CC4=CC=CS4)C3=O)C(O)=O,R8276,3
O1[C@@H]([C@@H](N=N#N)C[C@@H]1N2C=C(C(=O)NC2=O)C)COC(=O)C=3C=CC=NC3,R8277,7.4
CC1=NC=C(N1CC(=O)N2C=CN(C=C2)C(=O)CN3C(C)=NC=C3N(=O)=O)N(=O)=O,R8278,9
CC1=C(OCC2=CC=CC=C2)C=CC(CC(O)=O)=C1,R8279,3.5
OC(=O)CCC1=CC=C(OCC2=CC=CC=C2)C=C1,R8280,3.4
CC(O)C(CC1=CC=C(C=C1)C2=CC=CC=C2)C(O)=O,R8281,5.5
CCC(O)(C(O)=O)C1=CC=C(C=C1)C2=CC=CC=C2,R8282,3.5
COC1=C(OCC2=CC=CC=C2)C=CC(CC(O)=O)=C1,R8283,3.5
COC(=O)C1OC(OC2=CC3=C(C=CC(=O)O3)C=C2)C(O)C(O)C1O,R8284,2
CC1=CC(=O)OC2=C1C=CC(OC3OC(C(O)C(O)C3O)C(O)=O)=C2,R8285,7.4
CC(C)NC(NS(=O)(=O)C1=C(NC2=CC(Br)=CC=C2)C=CN=C1)=NC#N,R8286,7.4
CN1CCCC1COC2=CC(=C(Cl)N=C2)C3=CC(F)=NC=C3,R8287,7.4
CSC1=CC=C(Cl)C(NC(=N)N(C)C2=CC=CC(OCF)=C2)=C1,R8288,7.4
FC1=CC(COC2=CC(OCC3CCCN3)=CN=C2Cl)=CC=N1,R8289,7.4
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CCCCC3,R8290,7.4
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CCCCC3,R8291,4
CNCCCN1(=O)C2=CC(Cl)=CC=C2SC3=C1C=CC=C3,R8292,9
CC1(C)SC2C(NC(=O)C(Cl)C3=CC=CC=C3)C(=O)N2C1C(O)=O,R8293,3.7
ClC1=C(S(=O)(=O)N)C=C(C(NCC=2OC=CC2)=C1)C(OCOC(=O)CC)=O,R8294,7.4
CNCCCN1C2=CC(Cl)=CC=C2SC3=C1C=CC=C3,R8295,7.4
CNCCCN1C2=CC(Cl)=CC=C2SC3=C1C=CC=C3,R8296,10
CC(COC1=CC(N)=NC(N)=N1)NC2=C3C=CC(Cl)=CC3=NC=C2,R8297,5.5
CC(COC1=CC(N)=NC(N)=N1)NC2=C3C=CC(Cl)=CC3=NC=C2,R8298,7.4
CCC1COC(CN2C=NC=N2)(O1)C3=CC=C(C=C3Cl)N4C=NC=N4,R8299,7
ClC1=NC=C(COC2=CC(OCC3CCCN3)=CN=C2Cl)C=C1,R8300,7.4
COCC(COC)N1C=C(Cl)N=C(NC2=C(Cl)C=C(OCF)C=C2Cl)C1=O,R8301,7.4
OC(CCNCC1=CC=CC=C1)C2=CC=C(F)C=C2I,R8302,7.4
CCN1C=C(C(O)=O)C(=O)C2=C1C(F)=C(N3CCNCC3)C(F)=C2,R8303,7.4
CN(C)CC1=CC=CC=C1SC2=CC=C(C=C2N)C(F)(F)F,R8304,7.4
CCC1COC(CN2C=NC=N2)(O1)C3=CC=C(NC(=O)C(F)(F)F)C=C3,R8305,7
CNC1=CC=C(/C=C/C2=CC(I)=C(OCCO)N=C2)C=C1,R8306,7.4
OC(=O)C1C2CCC(C1C3=CC=C(I)C=C3)N2CC=CI,R8307,7.4
CC1=C(C)C(NC2=CC=CC=C2CC(O)=O)=CC=C1,R8308,7.4
CC1=CC=CC(C)=C1NC2=CC=CC=C2CC(O)=O,R8309,7.4
CC1=CC=CC(C)=C1NC2=CC=CC=C2CC(O)=O,R8310,7.4
CC(C(O)=O)C1=CC=C(C=C1)C2=NC3=C(CCCC3)S2,R8311,2
NC(CC1=CC=C(O)C=C1)C(=O)OCC2=CC=CC=C2,R8312,7.2
O1C2[C@]34C(C(NCC3)CC5=C4C1=C(O)C=C5)C=C[C@@H]2O,R8313,7.4
CCOC(=O)C1=CC=C2NC3=C(CCCC3)C(=O)C2=C1,R8314,7.4
NC(CC1=CC=C(O)C(O)=C1)C(=O)OCC2=CC=CC=C2,R8315,7.4
NC(CC1=CC=C(O)C(O)=C1)C(=O)OCC2=CC=CC=C2,R8316,7.4
CNC(=O)COC(=O)CC1=CC=C2C=C(OC)C=CC2=C1,R8317,7.4
CC1=C(O)C(=O)C=CN1CCCOC(=O)C2=CC=CC=C2,R8318,7.4
CCC1=C(O)C(=O)C=CN1CCOC(=O)C2=CC=CC=C2,R8319,7.5
OCC1=C(O)C(=O)C=CN1CCCOC(=O)C2=CC=CC=C2,R8320,7.4
CN(C)C1=C(CO)C2=NC3=CC(N)=CC=C3C=C2C=C1,R8321,7.4
CNC1=CC=C2C=C3C=CC(NC)=C(CO)C3=NC2=C1,R8322,7.4
CN(CC1=CC=C(C)C=C1)N=NC2=CC=C(C=C2)C(O)=O,R8323,7.4
COC1=CC=C(CN(C)N=NC2=CC=C(C=C2)C(O)=O)C=C1,R8324,7.4
OC(=O)CCCCON=C(C1=CC=CC=C1)C2=NC=CN=C2,R8325,7.4
OC(=O)CCCCON=C(C1=CC=CC=C1)C2=NC=CN=C2,R8326,7.4
OC(=O)CCCCON=C(C1=CC=CC=C1)C2=NN=CC=C2,R8327,7.4
OC(=O)CCCCON=C(C1=CC=CC=C1)C2=CN=NC=C2,R8328,7.4
OC(=O)CCCCON=C(C1=CC=CC=C1)C2=NN=CC=C2,R8329,7.4
CC1=C(N2C(SC1)C(NC(=O)C(N)C3=CC=CC=C3)C2=O)C(O)=O,R8330,7.2
CC1=C(N2C(SC1)C(NC(=O)C(N)C3=CC=CC=C3)C2=O)C(O)=O,R8331,7.4
CC1=C(N2C(SC1)C(NC(=O)C(N)C3=CC=CC=C3)C2=O)C(O)=O,R8332,7.4
CC1=C(N2C(SC1)C(NC(=O)C(N)C3=CC=CC=C3)C2=O)C(O)=O,R8333,7
S1[C@H]2N(C(=O)[C@H]2NC(=O)[C@H](N)C3=CC=CC=C3)C(=C(C1)C)C(O)=O,R8334,7.3
COC1=C(C)C(=O)C2=C(C(COC(N)=O)=C3C4C(CN23)N4C)C1=O,R8335,7.4
OCC1OC(CC1O)N2C=CC(NC(=O)C3=CC=CC=C3)=NC2=O,R8336,7
CC1=C(N2C(SC1)C(NC(=O)C(N)C3=CC=C(O)C=C3)C2=O)C(O)=O,R8337,7.4
CC1=C(N2C(SC1)C(NC(=O)C(N)C3=CC=C(O)C=C3)C2=O)C(O)=O,R8338,1
CC1=C(N2C(SC1)C(NC(=O)C(N)C3=CC=C(O)C=C3)C2=O)C(O)=O,R8339,7.4
NC1=NC(=O)N(C=C1)C2OC(COC(=O)C3=CC=CC=C3)C(O)C2O,R8340,7
OCC1OC(C(O)C1O)N2C=CC(NC(=O)C3=CC=CC=C3)=NC2=O,R8341,7
COC1(NC(=O)CC2=CC=CS2)C3SCC(COC(N)=O)=C(N3C1=O)C(O)=O,R8342,7.4
CN(C)CC1=CC=CC=C1SC2=CC=C(C=C2N)C#N,R8343,7.4
CN(C)CC1=CC=CC=C1SC2=CC=C(C=C2N)C#N,R8344,7.4
S(C=1C(CN(C)C)=CC=CC1)C2=C(N)C=C(C=C2)C#N,R8345,7.4
O(CN1N=CC2=C1N=CNC2=O)C(=O)C3=CC=C(CN(C)C)C=C3,R8346,7.4
CN(C)CC1=CC=C(C=C1)C(=O)OCN2N=CC3=C2N=CNC3=O,R8347,7.4
OCC1OC(CC1O)N2C=NC3=C2N=C(NC4=CC=CC=C4)NC3=O,R8348,7
C12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N=N#N)C3=CC=CC=C3)C(O)=O,R8349,4.7
CON=C(C(=O)NC1C2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)C3=CSC(N)=N3,R8350,7.4
CON=C(C(=O)NC1C2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)C3=CSC(N)=N3,R8351,7.4
CC1=CN(C2CC(N=N#N)C(COP(O)(=O)NC3=CC=C(N=C3)C#N)O2)C(=O)NC1=O,R8352,7.4
CC1=CN(C2CC(N=N#N)C(COP(O)(=O)NC3=CC=C(C=N3)C#N)O2)C(=O)NC1=O,R8353,7.4
CON=C(C(=O)NC1C2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O)C4=CSC(N)=N4,R8354,7.4
CC(C)OC1=C(Cl)C=C2C(=O)C3=C(CCCC3)NC2=C1,R8355,7.4
ClC1=C(S(=O)(=O)N)C=C(C(NCC=2OC=CC2)=C1)C(OCC(=O)N(C)C)=O,R8356,7.4
NC1=NC(N)=NC(NCCCNC2=C3C=CC(Cl)=CC3=NC=C2)=C1,R8357,5.5
NC1=NC(N)=NC(NCCCNC2=C3C=CC(Cl)=CC3=NC=C2)=C1,R8358,7.4
COCC(COC)N1C=C(Cl)N=C(NC2=C(Cl)C=C(OC)C=C2Cl)C1=O,R8359,7.4
CCOC(=O)NC1=CC=C(NCC2=CC=C(F)C=C2)C=C1N,R8360,7.4
CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCNCC3)C(F)=C2,R8361,7.2
CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCNCC3)C(F)=C2,R8362,7.4
CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCNCC3)C(F)=C2,R8363,7.2
CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCNCC3)C(F)=C2,R8364,7.2
CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCNCC3)C(F)=C2,R8365,7
CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCNCC3)C(F)=C2,R8366,7.4
CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCNCC3)C(F)=C2,R8367,7
CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCNCC3)C(F)=C2,R8368,7.4
CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCNCC3)C(F)=C2,R8369,2
CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCNCC3)C(F)=C2,R8370,7.4
CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCNCC3)C(F)=C2,R8371,7.4
CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCNCC3)C(F)=C2,R8372,2
CS(=O)(=O)NCC1=CC=C(C=C1)N2N=C(C3=C2CCCC3)C(F)(F)F,R8373,7.4
CN(C)S(=O)(=O)C1=CC=C(C=C1)N2N=C(C3=C2CCCC3)C(F)(F)F,R8374,7.4
CNCCC(OC1=CC=CC=C1I)C2=CC=CC=C2,R8375,7.4
CN(C)CC1=CC(I)=CC=C1SC2=CC=CC=C2CO,R8376,7.4
CNCCCN1C2=CC=CC=C2S(=O)C3=C1C=CC=C3,R8377,7.4
CC1=CC=C(SCCNC2=CC=CC=C2C(N)=O)C=C1,R8378,7.4
CC1=CC=C(C=C1)C(=O)CN2C(=N)SC3=C2CCCC3,R8379,7.4
CC1=C(OCCNC2=CC=CC=C2C(N)=O)C=CC=C1,R8380,7.4
CC1=CC=C(C=C1)C(=O)CN2C(=N)OC3=C2CCCC3,R8381,7.4
CN(C)CCSC(=NO)C(=O)C1=CC=C2C=CC=CC2=C1,R8382,7.4
O=C(CCN1CCCC1)CN2C(=O)C3=C(C=CC=C3)C2=O,R8383,7.4
CC1(C)SC2C(NC(=O)CC3=CC=CC=C3)C(=O)N2C1C(O)=O,R8384,4.7
CC1(C)SC2C(NC(=O)CC3=CC=CC=C3)C(=O)N2C1C(O)=O,R8385,7
CC1(C)SC2C(NC(=O)CC3=CC=CC=C3)C(=O)N2C1C(O)=O,R8386,7.2
CC1(C)SC2C(NC(=O)CC3=CC=CC=C3)C(=O)N2C1C(O)=O,R8387,4.5
CC1(C)SC2C(NC(=O)CC3=CC=CC=C3)C(=O)N2C1C(O)=O,R8388,7.4
CC(C)OC1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(N)C=C2,R8389,4
CC(C)OC1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(N)C=C2,R8390,7.5
NS(=O)(=O)C1=CC(=CS1)C(=O)C2=CC=CC(CN3CCOCC3)=C2,R8391,7.4
NS(=O)(=O)C1=CC(C(=O)C2=CC=C(CN3CCOCC3)C=C2)=CS1,R8392,7.4
CCC1(CC2COC3=CC=CC=C3O2)C(=O)NC(=O)CN(C)C1=O,R8393,2
CC1(C)SC2C(NC(=O)COC3=CC=CC=C3)C(=O)N2C1C(O)=O,R8394,4.7
CC1(C)SC2C(NC(=O)COC3=CC=CC=C3)C(=O)N2C1C(O)=O,R8395,7.2
CC1(C)SC2C(NC(=O)COC3=CC=CC=C3)C(=O)N2C1C(O)=O,R8396,7.4
CC1(C)C(N2C(C(NC(=O)CC3=CC=CC=C3)C2=O)S1=O)C(O)=O,R8397,7.2
OCC1OC(C(O)C1O)N2C=CC(=O)N(CC3=CC=CC=C3)C2=O,R8398,7.4
COC1=C(OC)C=C2C(CC(NC(C)=O)C(N)=O)=CC(=O)OC2=C1,R8399,7.4
CC1(C)C(N2C(C(NC(=O)COC3=CC=CC=C3)C2=O)S1=O)C(O)=O,R8400,7.2
CC1(C)SC2C(NC(=O)C(C3=CC=CC=C3)S(O)(=O)=O)C(=O)N2C1C(O)=O,R8401,3.7
CN(C)CCN1C2=CC=CC=C2SC3=C1C=CC=C3,R8402,7.4
CN(C)CCN1C2=CC=CC=C2SC3=C1C=CC=C3,R8403,8
CNCCCN1C2=CC=CC=C2SC3=C1C=CC=C3,R8404,7.4
O=C(CCNNC(=O)C1=CC=NC=C1)NCC2=CC=CC=C2,R8405,7.4
CC(N1C=NC=C1C(=O)OCCC2(C)N=N2)C3=CC=CC=C3,R8406,7.4
CCN(CCO)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N(=O)=O,R8407,7
COC(=O)C1=CC=CC=C1CS(=O)(=O)NC(=O)NC2=NC(OC)=CC(OC)=N2,R8408,7
COC(=O)C1=CC=CC=C1CS(=O)(=O)NC(=O)NC2=NC(OC)=CC(OC)=N2,R8409,5
S(=O)(=O)(NC(=O)NC=1N=C(OC)C=C(OC)N1)CC=2C(=CC=CC2)C(OC)=O,R8410,2
CCOC(=O)C(C)C1=CC=C2C=C(OC)C=CC2=C1,R8411,7.4
CCCC1=CC(CCC)=C2OC(=CC(=O)C2=C1)C(O)=O,R8412,7.4
CCCC1=C2OC(=CC(=O)C2=C(OCC(C)O)C=C1)C(O)=O,R8413,7.4
CN(C)CCC(C1=CC=C(Br)C=C1)C2=CC=CC=N2,R8414,6
CN(C)CC1=CC(Br)=CC=C1SC2=CC=C(CO)C=C2N,R8415,7.4
CC(C)NCC(O)COC1=C(Br)C=C(Br)C2=CC=CC=C12,R8416,7
CN(C)CCC(C1=CC=C(Cl)C=C1)C2=CC=CC=N2,R8417,7.4
CN(C)CCC(C1=CC=C(Cl)C=C1)C2=CC=CC=N2,R8418,7.4
CN(C)CCOC(C1=CC=C(Cl)C=C1)C2=CC=CC=N2,R8419,7.4
ClC1=CC=C(C(OCCN(C)C)C=2N=CC=CC2)C=C1,R8420,7.4
ClC1=CC(C(=O)NC2CN3CCC2CC3)=C4OCCC4=C1,R8421,7.4
NC1=NC(N)=NC(OCCCNC2=C3C=CC(Cl)=CC3=NC=C2)=C1,R8422,5.5
NC1=NC(N)=NC(OCCCNC2=C3C=CC(Cl)=CC3=NC=C2)=C1,R8423,7.4
OC(=O)CCC(=O)C1=CC=C(C2CCCCC2)C(Cl)=C1,R8424,3.5
COCCOCC1COC(CN2C=NC=N2)(O1)C3=CC=C(Cl)C=C3Cl,R8425,7
ClC1=CC2=NC=CC(NCCCOC3=NC(Cl)=CC=N3)=C2C=C1,R8426,7.4
CN(C)CC1=CC(F)=CC=C1SC2=CC=C(CO)C=C2N,R8427,7.4
CN(C)CC1=CC=CC=C1SC2=CC(F)=C(CO)C=C2N,R8428,7.4
CN(C)CC1=CC=C(F)C=C1SC2=CC=C(CO)C=C2N,R8429,7.4
CN(C)CC1=CC=CC=C1SC2=CC=C(CF)C=C2N,R8430,7.4
FC1=C(N2CCN(CC2)C)C=C3N(NC)C=C(C(=O)C3=C1)C(O)=O,R8431,7.2
FC1=C(N2CCN(CC2)C)C=C3N(NC)C=C(C(=O)C3=C1)C(O)=O,R8432,7
FC1=C(N2CCN(CC2)C)C=C3N(NC)C=C(C(=O)C3=C1)C(O)=O,R8433,7.4
FC1=C(N2CCN(CC2)C)C=C3N(NC)C=C(C(=O)C3=C1)C(O)=O,R8434,7.4
CC1=NC(=C(S1)C(=O)NC2C3CC4(O)CC(CC24)C3)C(F)(F)F,R8435,7.4
FC(F)(F)C1=CC=C(NC2=NCCC3(CCCCC3)S2)C=C1,R8436,7.4
FC(F)(F)C1=CC=C(NC2=NCCC3(CCCCC3)S2)C=C1,R8437,7.4
FC(F)(F)C1=CC=C(NC2=NCCC3(CCCCC3)S2)C=C1,R8438,7.4
FC(F)(F)C1=CC=C(NC2=NCCC3(CCCCC3)S2)C=C1,R8439,7.4
FC(F)(F)C1=CC=C(NC2=NCCC3(CCCCC3)S2)C=C1,R8440,7.4
CN(C)CC1=CC(I)=CC=C1SC2=CC=C(CO)C=C2N,R8441,7.4
CNC1=CC=C(/C=C/C2=NC3=CC=C(I)C=C3N2)C=C1,R8442,7.4
NCCCC(C1=CC=CC=C1)C2=CC=CC=C2,R8443,6.8
CNC(CC1=CC=CC=C1)CC2=CC=CC=C2,R8444,7.5
CNC(CC1=CC=CC=C1)CC2=CC=CC=C2,R8445,7.4
CNCCOC(C1=CC=CC=C1)C2=CC=CC=C2,R8446,1
CNCCOC(C1=CC=CC=C1)C2=CC=CC=C2,R8447,1
CC1=CC=C(C=C1)C(OCCN)C2=CC=CC=C2,R8448,1
COC1=CC=C2C(=O)C3=C(CC(C)(C)CC3)NC2=C1,R8449,7.4
CC1=C2NC3=C(CCC(C)(C)C3)C(=O)C2=CC=C1,R8450,7.4
CC1=CC=C2C(=O)C3=C(CC(C)(C)CC3)NC2=C1,R8451,7.4
CC1=CC=C2C(=O)C3=C(CC(C)(C)CC3)NC2=C1,R8452,7.4
CC1=C2C(=O)C3=C(CC(C)(C)CC3)NC2=CC=C1,R8453,7.4
CC(C)C1=CC=C2NC3=C(CCCC3)C(=O)C2=C1,R8454,7.4
CC1=CC=C2C(=O)C3=C(CCC(C)(C)C3)NC2=C1,R8455,7.4
COC1=CC=C2C(=O)C3=C(CCCCCC3)NC2=C1,R8456,7.4
COC1=C2NC3=C(CC(C)(C)CC3)C(=O)C2=CC=C1,R8457,7.4
COC1=CC=C2C(=O)C3=C(CCC(C)(C)C3)NC2=C1,R8458,7.4
COC1=CC=C2NC3=C(CC(C)(C)CC3)C(=O)C2=C1,R8459,7.4
COC1=C2C(=O)C3=C(CCC(C)(C)C3)NC2=CC=C1,R8460,7.4
COC1=C2NC3=C(CCC(C)(C)C3)C(=O)C2=CC=C1,R8461,7.4
COC1=CC=C2NC3=C(CCC(C)(C)C3)C(=O)C2=C1,R8462,7.4
COC1=C2C(=O)C3=C(CC(C)(C)CC3)NC2=CC=C1,R8463,7.4
COC1=CC=C(CON2C(=O)CC3(CCCC3)C2=O)C=C1,R8464,7.4
CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(O)=O,R8465,7.4
CCOC(=O)CN(C)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O,R8466,7.4
