SMILES,RECORDID,logPow,pH,logd_pH_7.4,logd_pH_0.0,logd_pH_1.0,logd_pH_2.0,logd_pH_3.0,logd_pH_4.0,logd_pH_5.0,logd_pH_6.0,logd_pH_7.0,logd_pH_8.0,logd_pH_9.0,logd_pH_10.0,logd_pH_11.0,logd_pH_12.0,logd_pH_13.0,logd_pH_14.0
NS(=O)(=O)C1=C(Cl)C=C2N=CNS(=O)(=O)C2=C1,R11111,-0.98,7.4,-1,-0.31,-0.31,-0.31,-0.31,-0.31,-0.32,-0.42,-0.8,-1.2,-1.5,-1.96,-2.16,-2.19,-2.2,-2.2
